"domain","table","column","type","db_type","nullable","is_primary_key","is_unique","is_foreign_key","references","default","description"
"Bottling & finished goods","wine_sku","categoryId","String","","yes","no","no","yes","finished_good_category(id)","",""
"Compliance & tax","bond","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Compliance & tax","bond","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","bond","registryNumber","String","","no","no","no","no","","","TTB bond registry number (per-tenant unique)"
"Compliance & tax","bond","penalSum","Decimal","Decimal(12, 2)","yes","no","no","no","","",""
"Compliance & tax","bond","premises","String","","yes","no","no","no","","","bonded-premises address/description"
"Compliance & tax","bond","ownerId","String","","yes","no","no","yes","owner(tenantId id)","","Plan 093: the Owner this bond belongs to (an AP proprietor's own bond). Composite (tenantId, ownerId) → owner(tenantId, id), enforced raw-SQL (K11). NULL = the tenant's own/primary bond."
"Compliance & tax","bond","isPrimary","Boolean","","no","no","no","no","","false","the tenant's default bond (exactly one; created at backfill)"
"Compliance & tax","bond","createdAt","DateTime","","no","no","no","no","","now()",""
"Compliance & tax","bond","updatedAt","DateTime","","no","no","no","no","","",""
"Compliance & tax","change_of_tax_class_event","tenantId","String","","no","no","no","yes","lot(tenantId id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Compliance & tax","change_of_tax_class_event","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","change_of_tax_class_event","lotId","String","","no","no","no","yes","lot(tenantId id)","","composite (tenantId, lotId) → lot(tenantId, id) FK in raw SQL (M2)"
"Compliance & tax","change_of_tax_class_event","fromClass","String","","yes","no","no","no","","","WineTaxClass (TS union); null = previously derived/undeclared"
"Compliance & tax","change_of_tax_class_event","toClass","String","","no","no","no","no","","","WineTaxClass the lot is declared into as-of observedAt"
"Compliance & tax","change_of_tax_class_event","volumeAtEvent","Decimal","Decimal(10, 2)","yes","no","no","no","","","on-hand liters as-of observedAt, stamped at write"
"Compliance & tax","change_of_tax_class_event","observedAt","DateTime","","no","no","no","no","","","the dated point-in-time change (drives §A 10/24/25 in the period fold)"
"Compliance & tax","change_of_tax_class_event","actor","String","","yes","no","no","no","","","actor email snapshot"
"Compliance & tax","change_of_tax_class_event","reason","String","","yes","no","no","no","","",""
"Compliance & tax","change_of_tax_class_event","commandId","String","","yes","no","no","no","","","idempotency (double-submit → no-op); NULLs distinct per Postgres"
"Compliance & tax","change_of_tax_class_event","createdAt","DateTime","","no","no","no","no","","now()",""
"Compliance & tax","compliance_profile","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Compliance & tax","compliance_profile","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","compliance_profile","ein","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","registryNumber","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByName","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByAddress","String","","yes","no","no","no","","","Composed single-line address (kept in sync from the structured parts below) — the value printed on the Form 5120.17 header. The structured parts drive the settings/compliance UI."
"Compliance & tax","compliance_profile","operatedByStreet1","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByStreet2","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByCity","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByState","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByZip","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","operatedByPhone","String","","yes","no","no","no","","",""
"Compliance & tax","compliance_profile","defaultCadence","ReportCadence","","no","no","no","no","","MONTHLY",""
"Compliance & tax","compliance_profile","defaultReturnCadence","ReportCadence","","no","no","no","no","","SEMIMONTHLY","plan-026: the wine EXCISE-return cadence (27 CFR 24.271), separate from the ops defaultCadence. Defaults to SEMIMONTHLY (the fallback cadence when annual liability > $50k); the generate screen seeds from it. isEftPayer flips the September triple-split boundaries (council C1)."
"Compliance & tax","compliance_profile","isEftPayer","Boolean","","no","no","no","no","","false",""
"Compliance & tax","compliance_profile","updatedAt","DateTime","","no","no","no","no","","",""
"Compliance & tax","compliance_reminder_log","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Compliance & tax","compliance_reminder_log","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","compliance_reminder_log","form","String","","no","no","no","no","","","""5120.17"" | ""5000.24"""
"Compliance & tax","compliance_reminder_log","periodKey","String","","no","no","no","no","","","deadlines.ts periodKey, e.g. ""5120.17:2026-06-30"""
"Compliance & tax","compliance_reminder_log","dueDate","DateTime","","no","no","no","no","","",""
"Compliance & tax","compliance_reminder_log","mark","String","","no","no","no","no","","","WEEK | TWO_DAY | DAY_OF"
"Compliance & tax","compliance_reminder_log","recipientUserId","String","","no","no","no","no","","",""
"Compliance & tax","compliance_reminder_log","recipientEmail","String","","no","no","no","no","","",""
"Compliance & tax","compliance_reminder_log","status","String","","no","no","no","no","","""PENDING""","PENDING | SENT"
"Compliance & tax","compliance_reminder_log","sentAt","DateTime","","yes","no","no","no","","",""
"Compliance & tax","compliance_reminder_log","createdAt","DateTime","","no","no","no","no","","now()",""
"Compliance & tax","compliance_reminder_log","updatedAt","DateTime","","no","no","no","no","","",""
"Compliance & tax","compliance_reminder_preference","tenantId","String","","no","no","no","yes","organization(id)","""""",""
"Compliance & tax","compliance_reminder_preference","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","compliance_reminder_preference","userId","String","","no","no","no","yes","user(id)","",""
"Compliance & tax","compliance_reminder_preference","remindersEnabled","Boolean","","no","no","no","no","","false",""
"Compliance & tax","compliance_reminder_preference","updatedAt","DateTime","","no","no","no","no","","",""
"Compliance & tax","compliance_report","tenantId","String","","no","no","no","yes","organization(id)","""""","Phase 12 tenant scope; FK+RLS at DB level"
"Compliance & tax","compliance_report","id","String","","no","yes","no","no","","cuid()",""
"Compliance & tax","compliance_report","periodStart","DateTime","","no","no","no","no","","","inclusive"
"Compliance & tax","compliance_report","periodEnd","DateTime","","no","no","no","no","","","inclusive"
"Compliance & tax","compliance_report","cadence","ReportCadence","","no","no","no","no","","MONTHLY",""
"Compliance & tax","compliance_report","formType","ComplianceFormType","","no","no","no","no","","TTB_5120_17","plan-026 Fork 1A: which form this row is. Defaults to the 5120.17 so existing rows read as operations reports; the excise generator sets TTB_5000_24. formType scopes every report query."
"Compliance & tax","compliance_report","status","ComplianceReportStatus","","no","no","no","no","","DRAFT",""
"Compliance & tax","compliance_report","version","ComplianceReportVersion","","no","no","no","no","","ORIGINAL",""
"Compliance & tax","compliance_report","taxDollars","Decimal","Decimal(12, 2)","yes","no","no","no","","","plan-026: the net wine excise tax (amount to pay) for a TTB_5000_24 row; null for 5120.17. Display/query mirror of computed.summary.amountToPay — the worksheet Json remains authoritative."
"Compliance & tax","compliance_report","isFinalBusinessReport","Boolean","","no","no","no","no","","false","S4: ""Final"" is a one-time business-closing flag, separate from status + version."
"Compliance & tax","compliance_report","amendsReportId","String","","yes","no","no","yes","compliance_report(id)","","the ORIGINAL this row amends (version AMENDED)"
"Compliance & tax","compliance_report","bondId","String","","yes","no","no","yes","bond(tenantId id)","","Phase 2 (BOND-1 / per-bond scoping): the bond this 5120.17 chain files for. NULL = legacy single-bond (pre-Phase-2 rows, backfilled to the tenant's primary bond). Carry-forward chains per (formType, bondId) so per-bond filing chains never cross. Composite (tenantId, bondId) → bond(tenantId, id) FK in raw SQL (M2). The 5000.24 excise return stays bond-agnostic (NULL)."
"Compliance & tax","compliance_report","filerSnapshot","Json","","yes","no","no","no","","","Phase 2 (OQ-2, council Codex-DESIGN2): filer identity resolved bond-first (else the tenant ComplianceProfile) and SNAPSHOTTED at FILE, so an amended reprint never drifts if the Bond/ profile is later edited. NULL on DRAFT (resolved live); frozen at markReportFiled."
"Compliance & tax","compliance_report","onHandEnd","Json","","no","no","no","no","","","per section/column/sub gallons — the S3 carry-forward source"
"Compliance & tax","compliance_report","computed","Json","","no","no","no","no","","","full §A/§B line snapshot (frozen at FILE; re-derived for DRAFT — E2)"
